ID,日期,縣市別,總人口數,前次累計接種人數更新,新增接種人數,累計接種人數,累計接種率,累計配送劑數,剩餘庫存量
793,210609,臺北市,2581006,144190,1650,145840,5.65,157700,7.52
794,210609,新北市,4027730,116615,633,117248,2.91,112000,0.00
796,210609,臺中市,2820979,94726,1158,95884,3.40,96700,0.84
798,210609,高雄市,2760028,86980,152,87132,3.16,90200,3.40
795,210609,桃園市,2270971,75234,4579,79813,3.51,89600,10.92
797,210609,臺南市,1871224,45552,607,46159,2.47,48100,4.04
800,210609,彰化縣,1262673,29493,1092,30585,2.42,36400,15.98
802,210609,屏東縣,809765,18632,40,18672,2.31,19200,2.75
799,210609,新竹縣,572422,14051,198,14249,2.49,15200,6.26
801,210609,雲林縣,674622,13967,275,14242,2.11,14300,0.41
805,210609,新竹市,452229,14025,177,14202,3.14,13900,0.00
809,210609,花蓮縣,323441,13578,280,13858,4.28,15100,8.23
807,210609,嘉義市,265416,13133,377,13510,5.09,14900,9.33
804,210609,宜蘭縣,452355,12656,12,12668,2.80,13000,2.55
811,210609,南投縣,489148,10855,279,11134,2.28,11200,0.59
808,210609,嘉義縣,497641,10849,121,10970,2.20,11500,4.61
803,210609,基隆市,367088,10197,388,10585,2.88,12700,16.65
806,210609,苗栗縣,541226,9710,160,9870,1.82,10500,6.00
810,210609,臺東縣,214599,5540,0,5540,2.58,5900,6.10
812,210609,澎湖縣,105905,3227,144,3371,3.18,3700,8.89
813,210609,金門縣,140325,2202,118,2320,1.65,2500,7.20
814,210609,連江縣,13403,1586,308,1894,14.13,2100,9.81
573,210608,臺北市,2581006,137199,4244,141443,5.48,141000,0.00
574,210608,新北市,4027730,116509,131,116640,2.90,106300,0.00
576,210608,臺中市,2820979,93829,535,94364,3.35,89400,0.00
578,210608,高雄市,2760028,87002,142,87144,3.16,83400,0.00
575,210608,桃園市,2270971,71152,4223,75375,3.32,81100,7.06
577,210608,臺南市,1871224,44683,857,45540,2.43,43000,0.00
580,210608,彰化縣,1262673,28793,671,29464,2.33,32500,9.34
582,210608,屏東縣,809765,18496,0,18496,2.28,17400,0.00
579,210608,新竹縣,572422,13803,256,14059,2.46,13600,0.00
585,210608,新竹市,452229,13992,35,14027,3.10,13000,0.00
581,210608,雲林縣,674622,13967,0,13967,2.07,12700,0.00
589,210608,花蓮縣,323441,12820,475,13295,4.11,13200,0.00
587,210608,嘉義市,265416,12803,476,13279,5.00,12600,0.00
584,210608,宜蘭縣,452355,12388,145,12533,2.77,11600,0.00
591,210608,南投縣,489148,10732,124,10856,2.22,9900,0.00
588,210608,嘉義縣,497641,10678,169,10847,2.18,10400,0.00
583,210608,基隆市,367088,9940,52,9992,2.72,11600,13.86
586,210608,苗栗縣,541226,9430,269,9699,1.79,9400,0.00
590,210608,臺東縣,214599,5532,11,5543,2.58,5100,0.00
592,210608,澎湖縣,105905,2982,245,3227,3.05,3400,5.09
593,210608,金門縣,140325,2168,34,2202,1.57,2300,4.26
594,210608,連江縣,13403,1433,153,1586,11.83,2000,20.70
221,210607,臺北市,2581006,130077,4740,134817,5.22,141000,4.39
222,210607,新北市,4027730,115840,660,116500,2.89,106300,0.00
224,210607,臺中市,2820979,92635,171,92806,3.29,89400,0.00
226,210607,高雄市,2760028,86073,473,86546,3.14,83400,0.00
223,210607,桃園市,2270971,67254,3891,71145,3.13,81100,12.27
225,210607,臺南市,1871224,43340,535,43875,2.34,43000,0.00
228,210607,彰化縣,1262673,28167,590,28757,2.28,32500,11.52
230,210607,屏東縣,809765,18376,119,18495,2.28,17400,0.00
229,210607,雲林縣,674622,13967,0,13967,2.07,12700,0.00
233,210607,新竹市,452229,13313,567,13880,3.07,13000,0.00
227,210607,新竹縣,572422,13803,0,13803,2.41,13600,0.00
235,210607,嘉義市,265416,12403,359,12762,4.81,12600,0.00
237,210607,花蓮縣,323441,11954,799,12753,3.94,13200,3.39
232,210607,宜蘭縣,452355,12012,128,12140,2.68,11600,0.00
239,210607,南投縣,489148,10609,123,10732,2.19,9900,0.00
236,210607,嘉義縣,497641,10476,181,10657,2.14,10400,0.00
231,210607,基隆市,367088,9641,0,9641,2.63,11600,16.89
234,210607,苗栗縣,541226,9327,103,9430,1.74,9400,0.00
238,210607,臺東縣,214599,5532,0,5532,2.58,5100,0.00
240,210607,澎湖縣,105905,2762,219,2981,2.81,3400,12.32
241,210607,金門縣,140325,2112,55,2167,1.54,2300,5.78
242,210607,連江縣,13403,1334,99,1433,10.69,2000,28.35
331,210606,臺北市,2581006,117345,10842,128187,4.97,141000,9.09
332,210606,新北市,4027730,113916,1291,115207,2.86,106300,0.00
336,210606,高雄市,2760028,85760,10,85770,3.11,83400,0.00
334,210606,臺中市,2820979,84593,1027,85620,3.04,89400,4.23
333,210606,桃園市,2270971,66855,399,67254,2.96,81100,17.07
335,210606,臺南市,1871224,40617,2144,42761,2.29,43000,0.56
338,210606,彰化縣,1262673,28060,93,28153,2.23,32500,13.38
340,210606,屏東縣,809765,18360,0,18360,2.27,17400,0.00
339,210606,雲林縣,674622,13623,344,13967,2.07,12700,0.00
337,210606,新竹縣,572422,13791,0,13791,2.41,13600,0.00
343,210606,新竹市,452229,13313,0,13313,2.94,13000,0.00
342,210606,宜蘭縣,452355,11900,95,11995,2.65,11600,0.00
345,210606,嘉義市,265416,11396,431,11827,4.46,12600,6.13
347,210606,花蓮縣,323441,11451,209,11660,3.60,13200,11.67
349,210606,南投縣,489148,10597,12,10609,2.17,9900,0.00
346,210606,嘉義縣,497641,10244,23,10267,2.06,10400,1.28
341,210606,基隆市,367088,9298,138,9436,2.57,11600,18.66
344,210606,苗栗縣,541226,9316,11,9327,1.72,9400,0.78
348,210606,臺東縣,214599,5404,73,5477,2.55,5100,0.00
350,210606,澎湖縣,105905,2761,0,2761,2.61,3400,18.79
351,210606,金門縣,140325,2111,0,2111,1.50,2300,8.22
352,210606,連江縣,13403,1271,63,1334,9.95,2000,33.30
881,210604,臺北市,2581006,104663,11254,115917,4.49,141000,17.79
882,210604,新北市,4027730,104192,9524,113716,2.82,106300,0.00
886,210604,高雄市,2760028,74952,9850,84802,3.07,83400,0.00
884,210604,臺中市,2820979,82618,1960,84578,3.00,89400,5.39
883,210604,桃園市,2270971,62643,4212,66855,2.94,81100,17.56
885,210604,臺南市,1871224,35900,4131,40031,2.14,43000,6.90
888,210604,彰化縣,1262673,26478,1502,27980,2.22,32500,13.91
890,210604,屏東縣,809765,16638,1690,18328,2.26,17400,0.00
887,210604,新竹縣,572422,13175,616,13791,2.41,13600,0.00
889,210604,雲林縣,674622,11461,2162,13623,2.02,12700,0.00
893,210604,新竹市,452229,13265,48,13313,2.94,13000,0.00
892,210604,宜蘭縣,452355,11175,725,11900,2.63,11600,0.00
897,210604,花蓮縣,323441,10495,956,11451,3.54,13200,13.25
895,210604,嘉義市,265416,9544,1852,11396,4.29,12600,9.56
899,210604,南投縣,489148,9858,739,10597,2.17,9900,0.00
896,210604,嘉義縣,497641,9426,784,10210,2.05,10400,1.83
894,210604,苗栗縣,541226,8592,724,9316,1.72,9400,0.89
891,210604,基隆市,367088,9140,48,9188,2.50,11600,20.79
898,210604,臺東縣,214599,4574,709,5283,2.46,5100,0.00
900,210604,澎湖縣,105905,2515,246,2761,2.61,3400,18.79
901,210604,金門縣,140325,1710,401,2111,1.50,2300,8.22
902,210604,連江縣,13403,1118,153,1271,9.48,2000,36.45
508,210603,新北市,4027730,92380,11627,104007,2.58,106300,2.16
507,210603,臺北市,2581006,94204,9634,103838,4.02,140900,26.30
510,210603,臺中市,2820979,77684,4771,82455,2.92,84300,2.19
512,210603,高雄市,2760028,65993,8709,74702,2.71,83400,10.43
509,210603,桃園市,2270971,58287,4353,62640,2.76,70600,11.27
511,210603,臺南市,1871224,32265,3259,35524,1.90,43000,17.39
514,210603,彰化縣,1262673,24777,1413,26190,2.07,30800,14.97
516,210603,屏東縣,809765,14566,1917,16483,2.04,17400,5.27
519,210603,新竹市,452229,12592,666,13258,2.93,12400,0.00
513,210603,新竹縣,572422,11807,1361,13168,2.30,13100,0.00
515,210603,雲林縣,674622,10224,1237,11461,1.70,12700,9.76
518,210603,宜蘭縣,452355,10242,831,11073,2.45,11600,4.54
523,210603,花蓮縣,323441,10324,95,10419,3.22,13200,21.07
525,210603,南投縣,489148,8979,879,9858,2.02,9900,0.42
521,210603,嘉義市,265416,8395,1149,9544,3.60,12600,24.25
522,210603,嘉義縣,497641,8850,519,9369,1.88,10400,9.91
517,210603,基隆市,367088,8822,121,8943,2.44,9500,5.86
520,210603,苗栗縣,541226,7766,821,8587,1.59,8800,2.42
524,210603,臺東縣,214599,3795,666,4461,2.08,5100,12.53
526,210603,澎湖縣,105905,2287,228,2515,2.37,3400,26.03
527,210603,金門縣,140325,1403,307,1710,1.22,2300,25.65
528,210603,連江縣,13403,944,173,1117,8.33,1400,20.21
595,210602,臺北市,2581006,84995,8700,93695,3.63,139700,32.93
596,210602,新北市,4027730,80255,10582,90837,2.26,106300,14.55
598,210602,臺中市,2820979,66962,10579,77541,2.75,83600,7.25
600,210602,高雄市,2760028,58439,7310,65749,2.38,81800,19.62
597,210602,桃園市,2270971,54688,2749,57437,2.53,70200,18.18
599,210602,臺南市,1871224,29207,2703,31910,1.71,43000,25.79
602,210602,彰化縣,1262673,23786,959,24745,1.96,30800,19.66
604,210602,屏東縣,809765,12505,1710,14215,1.76,16900,15.89
607,210602,新竹市,452229,10894,1694,12588,2.78,12300,0.00
601,210602,新竹縣,572422,10505,1291,11796,2.06,13100,9.95
611,210602,花蓮縣,323441,9519,756,10275,3.18,13000,20.96
606,210602,宜蘭縣,452355,9789,452,10241,2.26,11600,11.72
603,210602,雲林縣,674622,8662,1562,10224,1.52,12700,19.50
613,210602,南投縣,489148,7670,1309,8979,1.84,9900,9.30
610,210602,嘉義縣,497641,8119,721,8840,1.78,10400,15.00
605,210602,基隆市,367088,8343,123,8466,2.31,9500,10.88
609,210602,嘉義市,265416,7448,946,8394,3.16,12600,33.38
608,210602,苗栗縣,541226,7050,651,7701,1.42,8800,12.49
612,210602,臺東縣,214599,3030,764,3794,1.77,5000,24.12
614,210602,澎湖縣,105905,2075,210,2285,2.16,3400,32.79
615,210602,金門縣,140325,1184,219,1403,1.00,2300,39.00
616,210602,連江縣,13403,747,167,914,6.82,1400,34.71
463,210601,臺北市,2581006,81693,2650,84343,3.27,139700,39.63
464,210601,新北市,4027730,71024,6845,77869,1.93,106300,26.75
466,210601,臺中市,2820979,60785,6101,66886,2.37,73600,9.12
468,210601,高雄市,2760028,56896,613,57509,2.08,81800,29.70
465,210601,桃園市,2270971,51023,3547,54570,2.40,70200,22.26
467,210601,臺南市,1871224,28795,411,29206,1.56,43000,32.08
470,210601,彰化縣,1262673,21448,2134,23582,1.87,30800,23.44
472,210601,屏東縣,809765,11357,1144,12501,1.54,16900,26.03
475,210601,新竹市,452229,9637,1257,10894,2.41,12300,11.43
469,210601,新竹縣,572422,8605,1882,10487,1.83,13100,19.95
474,210601,宜蘭縣,452355,9044,621,9665,2.14,11600,16.68
479,210601,花蓮縣,323441,8827,690,9517,2.94,13000,26.79
471,210601,雲林縣,674622,6719,1619,8338,1.24,12700,34.35
473,210601,基隆市,367088,8128,0,8128,2.21,9500,14.44
478,210601,嘉義縣,497641,7285,794,8079,1.62,10400,22.32
481,210601,南投縣,489148,7119,551,7670,1.57,9900,22.53
477,210601,嘉義市,265416,6407,997,7404,2.79,12600,41.24
476,210601,苗栗縣,541226,6106,872,6978,1.29,8800,20.70
480,210601,臺東縣,214599,2909,109,3018,1.41,5000,39.64
482,210601,澎湖縣,105905,1712,290,2002,1.89,3400,41.12
483,210601,金門縣,140325,1049,135,1184,0.84,2300,48.52
484,210601,連江縣,13403,650,97,747,5.57,1400,46.64
771,210531,臺北市,2581006,74666,4087,78753,3.05,114700,31.34
772,210531,新北市,4027730,61899,8228,70127,1.74,106300,34.03
774,210531,臺中市,2820979,49221,11395,60616,2.15,63600,4.69
776,210531,高雄市,2760028,56364,143,56507,2.05,81800,30.92
773,210531,桃園市,2270971,48694,2324,51018,2.25,68100,25.08
775,210531,臺南市,1871224,27665,910,28575,1.53,43000,33.55
778,210531,彰化縣,1262673,20828,605,21433,1.70,30800,30.41
780,210531,屏東縣,809765,10041,1305,11346,1.40,16900,32.86
783,210531,新竹市,452229,9099,538,9637,2.13,12300,21.65
782,210531,宜蘭縣,452355,8463,496,8959,1.98,9900,9.51
787,210531,花蓮縣,323441,8374,396,8770,2.71,8800,0.34
777,210531,新竹縣,572422,8290,311,8601,1.50,11700,26.49
781,210531,基隆市,367088,7524,168,7692,2.10,9500,19.03
786,210531,嘉義縣,497641,6392,846,7238,1.45,10400,30.40
789,210531,南投縣,489148,6687,432,7119,1.46,9900,28.09
779,210531,雲林縣,674622,5889,643,6532,0.97,12700,48.57
785,210531,嘉義市,265416,5917,468,6385,2.41,12600,49.33
784,210531,苗栗縣,541226,5656,399,6055,1.12,8800,31.19
788,210531,臺東縣,214599,2419,454,2873,1.34,3500,17.91
790,210531,澎湖縣,105905,1611,101,1712,1.62,3400,49.65
791,210531,金門縣,140325,1049,0,1049,0.75,2300,54.39
792,210531,連江縣,13403,584,66,650,4.85,1400,53.57
705,210530,臺北市,2581006,63926,5905,69831,2.71,0,0.00
706,210530,新北市,4027730,59401,2320,61721,1.53,0,0.00
710,210530,高雄市,2760028,45434,9748,55182,2.00,0,0.00
708,210530,臺中市,2820979,44566,4651,49217,1.74,0,0.00
707,210530,桃園市,2270971,44156,4529,48685,2.14,0,0.00
709,210530,臺南市,1871224,20138,6067,26205,1.40,0,0.00
712,210530,彰化縣,1262673,20284,484,20768,1.64,0,0.00
714,210530,屏東縣,809765,9860,176,10036,1.24,0,0.00
717,210530,新竹市,452229,7569,1528,9097,2.01,0,0.00
716,210530,宜蘭縣,452355,8366,88,8454,1.87,0,0.00
721,210530,花蓮縣,323441,8227,125,8352,2.58,0,0.00
711,210530,新竹縣,572422,8215,74,8289,1.45,0,0.00
715,210530,基隆市,367088,6980,34,7014,1.91,0,0.00
723,210530,南投縣,489148,6676,0,6676,1.36,0,0.00
720,210530,嘉義縣,497641,6008,384,6392,1.28,0,0.00
719,210530,嘉義市,265416,5811,100,5911,2.23,0,0.00
718,210530,苗栗縣,541226,5633,22,5655,1.04,0,0.00
713,210530,雲林縣,674622,4993,92,5085,0.75,0,0.00
722,210530,臺東縣,214599,2419,0,2419,1.13,0,0.00
724,210530,澎湖縣,105905,1590,0,1590,1.50,0,0.00
725,210530,金門縣,140325,1049,0,1049,0.75,0,0.00
726,210530,連江縣,13403,582,0,582,4.34,0,0.00
89,210528,臺北市,2581006,58547,5164,63711,2.47,0,0.00
90,210528,新北市,4027730,53845,5502,59347,1.47,0,0.00
92,210528,臺中市,2820979,41346,3196,44542,1.58,0,0.00
91,210528,桃園市,2270971,39880,4276,44156,1.94,0,0.00
94,210528,高雄市,2760028,35859,7768,43627,1.58,0,0.00
96,210528,彰化縣,1262673,18582,1685,20267,1.61,0,0.00
93,210528,臺南市,1871224,14682,4762,19444,1.04,0,0.00
98,210528,屏東縣,809765,7833,1978,9811,1.21,0,0.00
100,210528,宜蘭縣,452355,7685,681,8366,1.85,0,0.00
105,210528,花蓮縣,323441,6822,1405,8227,2.54,0,0.00
95,210528,新竹縣,572422,7572,643,8215,1.44,0,0.00
101,210528,新竹市,452229,5956,1610,7566,1.67,0,0.00
99,210528,基隆市,367088,6191,768,6959,1.90,0,0.00
107,210528,南投縣,489148,5920,755,6675,1.36,0,0.00
103,210528,嘉義市,265416,4960,851,5811,2.19,0,0.00
102,210528,苗栗縣,541226,5031,580,5611,1.04,0,0.00
104,210528,嘉義縣,497641,4961,499,5460,1.10,0,0.00
97,210528,雲林縣,674622,4666,176,4842,0.72,0,0.00
106,210528,臺東縣,214599,2017,402,2419,1.13,0,0.00
108,210528,澎湖縣,105905,1524,66,1590,1.50,0,0.00
109,210528,金門縣,140325,896,153,1049,0.75,0,0.00
110,210528,連江縣,13403,582,0,582,4.34,0,0.00
265,210527,臺北市,2581006,57291,1066,58357,2.26,0,0.00
266,210527,新北市,4027730,52005,931,52936,1.31,0,0.00
268,210527,臺中市,2820979,40510,834,41344,1.47,0,0.00
267,210527,桃園市,2270971,39522,358,39880,1.76,0,0.00
270,210527,高雄市,2760028,34747,1111,35858,1.30,0,0.00
272,210527,彰化縣,1262673,18144,416,18560,1.47,0,0.00
269,210527,臺南市,1871224,14562,120,14682,0.78,0,0.00
274,210527,屏東縣,809765,7663,170,7833,0.97,0,0.00
276,210527,宜蘭縣,452355,7334,351,7685,1.70,0,0.00
271,210527,新竹縣,572422,7532,40,7572,1.32,0,0.00
281,210527,花蓮縣,323441,6633,167,6800,2.10,0,0.00
275,210527,基隆市,367088,5510,633,6143,1.67,0,0.00
277,210527,新竹市,452229,5832,124,5956,1.32,0,0.00
283,210527,南投縣,489148,5115,791,5906,1.21,0,0.00
278,210527,苗栗縣,541226,4957,74,5031,0.93,0,0.00
279,210527,嘉義市,265416,4772,188,4960,1.87,0,0.00
273,210527,雲林縣,674622,4622,44,4666,0.69,0,0.00
280,210527,嘉義縣,497641,4466,137,4603,0.92,0,0.00
282,210527,臺東縣,214599,2006,11,2017,0.94,0,0.00
284,210527,澎湖縣,105905,1415,87,1502,1.42,0,0.00
285,210527,金門縣,140325,863,33,896,0.64,0,0.00
286,210527,連江縣,13403,518,11,529,3.95,0,0.00
23,210526,臺北市,2581006,55223,1706,56929,2.21,0,0.00
24,210526,新北市,4027730,51518,487,52005,1.29,0,0.00
26,210526,臺中市,2820979,39681,829,40510,1.44,0,0.00
25,210526,桃園市,2270971,39204,317,39521,1.74,0,0.00
28,210526,高雄市,2760028,34067,679,34746,1.26,0,0.00
30,210526,彰化縣,1262673,17766,282,18048,1.43,0,0.00
27,210526,臺南市,1871224,14376,186,14562,0.78,0,0.00
32,210526,屏東縣,809765,7618,45,7663,0.95,0,0.00
29,210526,新竹縣,572422,7286,246,7532,1.32,0,0.00
34,210526,宜蘭縣,452355,7195,139,7334,1.62,0,0.00
39,210526,花蓮縣,323441,6579,33,6612,2.04,0,0.00
35,210526,新竹市,452229,5797,35,5832,1.29,0,0.00
33,210526,基隆市,367088,5233,146,5379,1.47,0,0.00
41,210526,南投縣,489148,5072,43,5115,1.05,0,0.00
36,210526,苗栗縣,541226,4957,0,4957,0.92,0,0.00
37,210526,嘉義市,265416,4523,111,4634,1.75,0,0.00
31,210526,雲林縣,674622,4600,22,4622,0.69,0,0.00
38,210526,嘉義縣,497641,4431,13,4444,0.89,0,0.00
40,210526,臺東縣,214599,1982,24,2006,0.93,0,0.00
42,210526,澎湖縣,105905,1391,24,1415,1.34,0,0.00
43,210526,金門縣,140325,810,53,863,0.62,0,0.00
44,210526,連江縣,13403,486,32,518,3.86,0,0.00
287,210525,臺北市,2581006,52879,2347,55226,2.14,0,0.00
288,210525,新北市,4027730,50199,1259,51458,1.28,0,0.00
290,210525,臺中市,2820979,39234,447,39681,1.41,0,0.00
289,210525,桃園市,2270971,38672,532,39204,1.73,0,0.00
292,210525,高雄市,2760028,32939,1010,33949,1.23,0,0.00
294,210525,彰化縣,1262673,17245,510,17755,1.41,0,0.00
291,210525,臺南市,1871224,13880,482,14362,0.77,0,0.00
296,210525,屏東縣,809765,7605,46,7651,0.94,0,0.00
293,210525,新竹縣,572422,7195,111,7306,1.28,0,0.00
298,210525,宜蘭縣,452355,6936,259,7195,1.59,0,0.00
303,210525,花蓮縣,323441,6501,78,6579,2.03,0,0.00
299,210525,新竹市,452229,5773,24,5797,1.28,0,0.00
297,210525,基隆市,367088,5101,132,5233,1.43,0,0.00
305,210525,南投縣,489148,4981,97,5078,1.04,0,0.00
300,210525,苗栗縣,541226,4801,156,4957,0.92,0,0.00
295,210525,雲林縣,674622,4486,114,4600,0.68,0,0.00
301,210525,嘉義市,265416,4369,154,4523,1.70,0,0.00
302,210525,嘉義縣,497641,4407,35,4442,0.89,0,0.00
304,210525,臺東縣,214599,1946,36,1982,0.92,0,0.00
306,210525,澎湖縣,105905,1333,58,1391,1.31,0,0.00
307,210525,金門縣,140325,788,22,810,0.58,0,0.00
308,210525,連江縣,13403,409,77,486,3.63,0,0.00
67,210524,臺北市,2581006,51262,2100,53362,2.07,0,0.00
68,210524,新北市,4027730,48374,1775,50149,1.25,0,0.00
70,210524,臺中市,2820979,38964,271,39235,1.39,0,0.00
69,210524,桃園市,2270971,37888,785,38673,1.70,0,0.00
72,210524,高雄市,2760028,31827,1074,32901,1.19,0,0.00
74,210524,彰化縣,1262673,16939,162,17101,1.35,0,0.00
71,210524,臺南市,1871224,13529,350,13879,0.74,0,0.00
76,210524,屏東縣,809765,7436,136,7572,0.94,0,0.00
73,210524,新竹縣,572422,6950,213,7163,1.25,0,0.00
78,210524,宜蘭縣,452355,6725,139,6864,1.52,0,0.00
83,210524,花蓮縣,323441,6281,143,6424,1.99,0,0.00
79,210524,新竹市,452229,5706,67,5773,1.28,0,0.00
77,210524,基隆市,367088,4961,140,5101,1.39,0,0.00
85,210524,南投縣,489148,4795,180,4975,1.02,0,0.00
80,210524,苗栗縣,541226,4701,100,4801,0.89,0,0.00
75,210524,雲林縣,674622,4429,57,4486,0.66,0,0.00
82,210524,嘉義縣,497641,4219,155,4374,0.88,0,0.00
81,210524,嘉義市,265416,4247,122,4369,1.65,0,0.00
84,210524,臺東縣,214599,1864,82,1946,0.91,0,0.00
86,210524,澎湖縣,105905,1274,59,1333,1.26,0,0.00
87,210524,金門縣,140325,788,0,788,0.56,0,0.00
88,210524,連江縣,13403,409,0,409,3.05,0,0.00
683,210523,臺北市,2581006,50383,879,51262,1.99,0,0.00
684,210523,新北市,4027730,47472,377,47849,1.19,0,0.00
686,210523,臺中市,2820979,38882,0,38882,1.38,0,0.00
685,210523,桃園市,2270971,37878,11,37889,1.67,0,0.00
